Date,5 YR,7 YR,10 YR,20 YR,30 YR
8/2/2013,-0.55,-0.04,0.42,1.07,1.35
8/1/2013,-0.45,0.05,0.48,1.12,1.4
7/31/2013,-0.49,-0.03,0.38,1.02,1.31
7/30/2013,-0.43,0.03,0.46,1.1,1.39
7/29/2013,-0.44,0.02,0.45,1.09,1.38
7/26/2013,-0.47,-0.02,0.43,1.08,1.36
7/25/2013,-0.45,0,0.44,1.1,1.39
7/24/2013,-0.47,-0.01,0.44,1.11,1.39
7/23/2013,-0.57,-0.11,0.33,1,1.3
7/22/2013,-0.59,-0.13,0.28,0.94,1.25
7/19/2013,-0.6,-0.14,0.29,0.96,1.27
7/18/2013,-0.54,-0.06,0.38,1.05,1.35
7/17/2013,-0.57,-0.06,0.38,1.02,1.29
7/16/2013,-0.51,0,0.41,1.03,1.29
7/15/2013,-0.46,0.05,0.47,1.08,1.34
7/12/2013,-0.41,0.11,0.55,1.15,1.4
7/11/2013,-0.42,0.1,0.56,1.18,1.41
7/10/2013,-0.33,0.19,0.64,1.23,1.44
7/9/2013,-0.36,0.14,0.59,1.18,1.4
7/8/2013,-0.36,0.13,0.58,1.16,1.38
7/5/2013,-0.27,0.22,0.66,1.22,1.43
7/3/2013,-0.41,0.03,0.48,1.09,1.28
7/2/2013,-0.44,-0.03,0.44,1.07,1.23
7/1/2013,-0.41,0,0.48,1.09,1.28
6/28/2013,-0.35,0.06,0.53,1.12,1.31
6/27/2013,-0.35,0.05,0.5,1.08,1.31
6/26/2013,-0.22,0.16,0.6,1.15,1.38
6/25/2013,-0.16,0.21,0.64,1.21,1.44
6/24/2013,-0.14,0.22,0.64,1.22,1.45
6/21/2013,-0.24,0.11,0.59,1.33,1.45
6/20/2013,-0.43,-0.07,0.46,1.29,1.39
6/19/2013,-0.59,-0.19,0.29,1.05,1.26
6/18/2013,-0.77,-0.39,0.14,1,1.16
6/17/2013,-0.74,-0.37,0.15,1.01,1.21
6/14/2013,-0.78,-0.4,0.09,0.88,1.14
6/13/2013,-0.69,-0.32,0.15,0.9,1.17
6/12/2013,-0.66,-0.31,0.21,1.06,1.21
6/11/2013,-0.71,-0.37,0.13,0.99,1.14
6/10/2013,-0.72,-0.32,0.11,0.86,1.15
6/7/2013,-0.79,-0.39,0.03,0.76,1.06
6/6/2013,-0.86,-0.47,-0.05,0.68,0.99
6/5/2013,-0.86,-0.46,-0.06,0.66,0.97
6/4/2013,-0.87,-0.45,-0.05,0.66,0.99
6/3/2013,-0.86,-0.45,-0.07,0.62,0.95
5/31/2013,-0.82,-0.38,-0.05,0.63,0.97
5/30/2013,-0.82,-0.39,-0.05,0.62,0.96
5/29/2013,-0.89,-0.45,-0.1,0.57,0.91
5/28/2013,-0.94,-0.47,-0.14,0.55,0.89
5/24/2013,-1.03,-0.6,-0.26,0.44,0.8
5/23/2013,-1.02,-0.56,-0.24,0.46,0.83
5/22/2013,-1.06,-0.6,-0.24,0.47,0.83
5/21/2013,-1.15,-0.72,-0.34,0.38,0.74
5/20/2013,-1.15,-0.71,-0.31,0.42,0.77
5/17/2013,-1.14,-0.67,-0.31,0.39,0.76
5/16/2013,-1.18,-0.73,-0.4,0.31,0.7
5/15/2013,-1.17,-0.69,-0.36,0.36,0.75
5/14/2013,-1.18,-0.71,-0.37,0.35,0.74
5/13/2013,-1.19,-0.72,-0.41,0.3,0.69
5/10/2013,-1.23,-0.78,-0.45,0.27,0.67
5/9/2013,-1.27,-0.81,-0.5,0.22,0.62
5/8/2013,-1.28,-0.8,-0.48,0.23,0.62
5/7/2013,-1.3,-0.86,-0.5,0.22,0.59
5/6/2013,-1.31,-0.86,-0.51,0.2,0.58
5/3/2013,-1.3,-0.84,-0.53,0.18,0.56
5/2/2013,-1.34,-0.91,-0.62,0.06,0.45
5/1/2013,-1.33,-0.92,-0.64,0.04,0.44
4/30/2013,-1.38,-0.94,-0.64,0.05,0.46
4/29/2013,-1.42,-0.98,-0.67,0.03,0.44
4/26/2013,-1.43,-0.97,-0.68,0.01,0.42
4/25/2013,-1.41,-0.98,-0.66,0.03,0.45
4/24/2013,-1.37,-0.96,-0.65,0.03,0.45
4/23/2013,-1.33,-0.92,-0.64,0.04,0.47
4/22/2013,-1.34,-0.91,-0.63,0.05,0.47
4/19/2013,-1.32,-0.89,-0.59,0.07,0.49
4/18/2013,-1.29,-0.82,-0.55,0.13,0.52
4/17/2013,-1.27,-0.92,-0.64,0.08,0.48
4/16/2013,-1.31,-0.95,-0.65,0.07,0.48
4/15/2013,-1.33,-0.98,-0.69,0.03,0.44
4/12/2013,-1.41,-1.03,-0.68,0.06,0.47
4/11/2013,-1.38,-0.99,-0.65,0.11,0.52
4/10/2013,-1.36,-0.95,-0.6,0.16,0.56
4/9/2013,-1.36,-0.96,-0.67,0.05,0.49
4/8/2013,-1.43,-1.03,-0.69,0.04,0.44
4/5/2013,-1.42,-1.02,-0.74,-0.03,0.38
4/4/2013,-1.44,-1.01,-0.7,0.06,0.48
4/3/2013,-1.45,-1.02,-0.65,0.13,0.56
4/2/2013,-1.44,-0.99,-0.63,0.16,0.6
4/1/2013,-1.47,-1.03,-0.65,0.14,0.58
3/28/2013,-1.47,-1.03,-0.64,0.16,0.61
3/27/2013,-1.46,-1.02,-0.64,0.15,0.59
3/26/2013,-1.42,-0.97,-0.61,0.18,0.62
3/25/2013,-1.44,-0.98,-0.6,0.19,0.63
3/22/2013,-1.43,-0.98,-0.6,0.19,0.62
3/21/2013,-1.41,-0.95,-0.57,0.21,0.65
3/20/2013,-1.44,-0.97,-0.57,0.23,0.66
3/19/2013,-1.46,-1.01,-0.61,0.18,0.62
3/18/2013,-1.45,-0.98,-0.6,0.2,0.64
3/15/2013,-1.46,-0.97,-0.55,0.25,0.67
3/14/2013,-1.43,-0.94,-0.53,0.25,0.67
3/13/2013,-1.4,-0.92,-0.52,0.24,0.65
3/12/2013,-1.39,-0.92,-0.52,0.25,0.65
3/11/2013,-1.38,-0.91,-0.5,0.27,0.67
3/8/2013,-1.28,-0.8,-0.5,0.25,0.67
3/7/2013,-1.37,-0.91,-0.56,0.2,0.62
3/6/2013,-1.46,-1.02,-0.61,0.17,0.58
3/5/2013,-1.49,-1.05,-0.65,0.13,0.54
3/4/2013,-1.46,-1.02,-0.65,0.12,0.54
3/1/2013,-1.45,-1.02,-0.67,0.07,0.52
2/28/2013,-1.41,-0.97,-0.64,0.12,0.55
2/27/2013,-1.4,-0.95,-0.61,0.14,0.57
2/26/2013,-1.4,-0.96,-0.62,0.13,0.56
2/25/2013,-1.41,-0.96,-0.62,0.14,0.54
2/22/2013,-1.36,-0.9,-0.57,0.18,0.59
2/21/2013,-1.33,-0.88,-0.54,0.21,0.62
2/20/2013,-1.31,-0.86,-0.52,0.23,0.61
2/19/2013,-1.31,-0.85,-0.52,0.23,0.61
2/15/2013,-1.32,-0.86,-0.53,0.23,0.61
2/14/2013,-1.36,-0.9,-0.56,0.21,0.58
2/13/2013,-1.34,-0.9,-0.54,0.22,0.59
2/12/2013,-1.32,-0.88,-0.57,0.19,0.57
2/11/2013,-1.41,-0.99,-0.58,0.2,0.55
2/8/2013,-1.37,-0.92,-0.57,0.17,0.56
2/7/2013,-1.46,-1.03,-0.58,0.2,0.53
2/6/2013,-1.48,-1.04,-0.58,0.22,0.53
2/5/2013,-1.44,-1,-0.55,0.23,0.56
2/4/2013,-1.47,-1.04,-0.59,0.2,0.53
2/1/2013,-1.46,-1.01,-0.55,0.25,0.58
1/31/2013,-1.45,-1.03,-0.57,0.22,0.53
1/30/2013,-1.38,-0.96,-0.54,0.22,0.56
1/29/2013,-1.37,-0.97,-0.53,0.24,0.55
1/28/2013,-1.35,-0.97,-0.55,0.21,0.52
1/25/2013,-1.34,-0.96,-0.56,0.2,0.51
1/24/2013,-1.44,-1.1,-0.62,0.25,0.45
1/23/2013,-1.45,-1.13,-0.66,0.2,0.44
1/22/2013,-1.39,-1.04,-0.68,0.09,0.44
1/18/2013,-1.43,-1.09,-0.66,0.16,0.44
1/17/2013,-1.4,-1.07,-0.64,0.17,0.47
1/16/2013,-1.43,-1.11,-0.65,0.19,0.44
1/15/2013,-1.45,-1.12,-0.66,0.17,0.43
1/14/2013,-1.34,-1,-0.66,0.1,0.46
1/11/2013,-1.4,-1.07,-0.63,0.16,0.45
1/10/2013,-1.4,-1.05,-0.62,0.14,0.47
1/9/2013,-1.41,-1.09,-0.64,0.2,0.44
1/8/2013,-1.36,-1.06,-0.6,0.24,0.46
1/7/2013,-1.34,-1.02,-0.6,0.18,0.49
1/4/2013,-1.31,-0.99,-0.55,0.27,0.53
1/3/2013,-1.3,-0.99,-0.54,0.31,0.56
1/2/2013,-1.36,-1.06,-0.62,0.22,0.47
12/31/2012,-1.37,-1.09,-0.67,0.15,0.41
12/28/2012,-1.34,-1.05,-0.73,0.01,0.36
12/27/2012,-1.39,-1.12,-0.73,0.05,0.34
12/26/2012,-1.35,-1.08,-0.71,0.05,0.35
12/24/2012,-1.36,-1.09,-0.69,0.1,0.35
12/21/2012,-1.35,-1.06,-0.71,0.02,0.35
12/20/2012,-1.39,-1.09,-0.69,0.06,0.38
12/19/2012,-1.36,-1.07,-0.66,0.14,0.41
12/18/2012,-1.36,-1.07,-0.67,0.1,0.42
12/17/2012,-1.37,-1.09,-0.7,0.05,0.38
12/14/2012,-1.41,-1.13,-0.74,0,0.32
12/13/2012,-1.42,-1.13,-0.73,0.03,0.34
12/12/2012,-1.46,-1.18,-0.79,-0.01,0.31
12/11/2012,-1.43,-1.19,-0.84,-0.07,0.26
12/10/2012,-1.43,-1.17,-0.87,-0.16,0.24
12/7/2012,-1.47,-1.22,-0.86,-0.11,0.25
12/6/2012,-1.46,-1.22,-0.87,-0.12,0.24
12/5/2012,-1.45,-1.2,-0.85,-0.1,0.27
12/4/2012,-1.41,-1.16,-0.83,-0.08,0.28
12/3/2012,-1.41,-1.16,-0.81,-0.05,0.3
11/30/2012,-1.4,-1.15,-0.79,-0.01,0.34
11/29/2012,-1.37,-1.12,-0.78,-0.01,0.36
11/28/2012,-1.35,-1.1,-0.75,0.02,0.38
11/27/2012,-1.36,-1.1,-0.74,0.02,0.37
11/26/2012,-1.36,-1.1,-0.73,0,0.38
11/23/2012,-1.36,-1.1,-0.72,0,0.4
11/21/2012,-1.36,-1.08,-0.71,0,0.4
11/20/2012,-1.38,-1.11,-0.74,-0.03,0.38
11/19/2012,-1.39,-1.13,-0.78,-0.09,0.34
11/16/2012,-1.39,-1.15,-0.81,-0.12,0.31
11/15/2012,-1.38,-1.14,-0.8,-0.12,0.29
11/14/2012,-1.39,-1.14,-0.81,-0.14,0.29
11/13/2012,-1.41,-1.17,-0.84,-0.16,0.28
11/9/2012,-1.4,-1.16,-0.83,-0.14,0.29
11/8/2012,-1.42,-1.18,-0.85,-0.17,0.26
11/7/2012,-1.41,-1.15,-0.8,-0.1,0.33
11/6/2012,-1.37,-1.09,-0.72,-0.01,0.41
11/5/2012,-1.37,-1.11,-0.75,-0.05,0.38
11/2/2012,-1.39,-1.13,-0.73,-0.02,0.4
11/1/2012,-1.4,-1.14,-0.77,-0.06,0.36
10/31/2012,-1.4,-1.15,-0.78,-0.07,0.35
10/29/2012,-1.35,-1.11,-0.73,-0.03,0.39
10/26/2012,-1.32,-1.05,-0.69,0.01,0.43
10/25/2012,-1.31,-1.03,-0.63,0.06,0.47
10/24/2012,-1.37,-1.09,-0.69,0.01,0.42
10/23/2012,-1.38,-1.11,-0.71,-0.01,0.4
10/22/2012,-1.39,-1.11,-0.7,0.01,0.42
10/19/2012,-1.42,-1.13,-0.71,0.01,0.42
10/18/2012,-1.43,-1.12,-0.66,0.08,0.49
10/17/2012,-1.44,-1.12,-0.65,0.09,0.49
10/16/2012,-1.48,-1.17,-0.71,0.04,0.46
10/15/2012,-1.52,-1.22,-0.78,-0.03,0.4
10/12/2012,-1.48,-1.18,-0.78,-0.02,0.39
10/11/2012,-1.52,-1.22,-0.77,-0.02,0.39
10/10/2012,-1.57,-1.27,-0.8,-0.04,0.38
10/9/2012,-1.6,-1.29,-0.81,-0.05,0.37
10/5/2012,-1.61,-1.29,-0.82,-0.05,0.38
10/4/2012,-1.62,-1.33,-0.86,-0.09,0.34
10/3/2012,-1.57,-1.28,-0.83,-0.08,0.35
10/2/2012,-1.51,-1.22,-0.83,-0.07,0.37
10/1/2012,-1.49,-1.22,-0.78,-0.02,0.42
9/28/2012,-1.49,-1.22,-0.77,-0.01,0.43
9/27/2012,-1.47,-1.2,-0.78,-0.02,0.41
9/26/2012,-1.46,-1.2,-0.77,-0.04,0.39
9/25/2012,-1.49,-1.2,-0.74,0.01,0.43
9/24/2012,-1.47,-1.16,-0.73,0.04,0.47
9/21/2012,-1.5,-1.17,-0.71,0.05,0.46
9/20/2012,-1.51,-1.19,-0.7,0.05,0.46
9/19/2012,-1.49,-1.17,-0.75,0.01,0.42
9/18/2012,-1.52,-1.19,-0.73,0.04,0.44
9/17/2012,-1.58,-1.22,-0.74,0.04,0.43
9/14/2012,-1.67,-1.31,-0.76,0.02,0.43
9/13/2012,-1.58,-1.24,-0.72,0.03,0.44
9/12/2012,-1.42,-1.12,-0.61,0.1,0.52
9/11/2012,-1.44,-1.15,-0.68,0.02,0.43
9/10/2012,-1.42,-1.14,-0.68,0.01,0.43
9/7/2012,-1.39,-1.12,-0.68,0.02,0.44
9/6/2012,-1.33,-1.06,-0.63,0.05,0.47
9/5/2012,-1.36,-1.08,-0.69,-0.01,0.4
9/4/2012,-1.35,-1.07,-0.68,0,0.4
8/31/2012,-1.36,-1.08,-0.68,0,0.41
8/30/2012,-1.26,-1,-0.63,0.05,0.46
8/29/2012,-1.26,-1,-0.64,0.02,0.44
8/28/2012,-1.29,-1.03,-0.68,-0.01,0.41
8/27/2012,-1.27,-1.01,-0.64,0.03,0.44
8/24/2012,-1.22,-0.96,-0.6,0.07,0.48
8/23/2012,-1.25,-0.98,-0.62,0.06,0.48
8/22/2012,-1.17,-0.91,-0.55,0.12,0.53
8/21/2012,-1.06,-0.8,-0.45,0.21,0.61
8/20/2012,-1.04,-0.78,-0.43,0.23,0.64
8/17/2012,-1.05,-0.79,-0.43,0.23,0.64
8/16/2012,-1.07,-0.8,-0.42,0.24,0.64
8/15/2012,-1.09,-0.82,-0.45,0.2,0.6
8/14/2012,-1.16,-0.89,-0.53,0.11,0.51
8/13/2012,-1.19,-0.94,-0.58,0.05,0.45
8/10/2012,-1.19,-0.94,-0.6,0.03,0.44
8/9/2012,-1.18,-0.93,-0.58,0.04,0.44
8/8/2012,-1.19,-0.95,-0.61,0.01,0.42
8/7/2012,-1.24,-0.99,-0.65,-0.03,0.38
8/6/2012,-1.24,-1.01,-0.68,-0.06,0.35
8/3/2012,-1.2,-0.98,-0.66,-0.05,0.36
8/2/2012,-1.22,-1,-0.69,-0.1,0.3
8/1/2012,-1.22,-0.99,-0.67,-0.07,0.34
7/31/2012,-1.23,-1.01,-0.69,-0.09,0.32
7/30/2012,-1.17,-0.95,-0.64,-0.05,0.36
7/27/2012,-1.14,-0.92,-0.61,-0.01,0.41
7/26/2012,-1.13,-0.94,-0.66,-0.09,0.33
7/25/2012,-1.12,-0.94,-0.67,-0.1,0.31
7/24/2012,-1.13,-0.95,-0.68,-0.11,0.31
7/23/2012,-1.18,-0.98,-0.68,-0.09,0.32
7/20/2012,-1.18,-0.98,-0.67,-0.08,0.33
7/19/2012,-1.2,-0.97,-0.62,-0.01,0.4
7/18/2012,-1.19,-0.94,-0.6,0,0.4
7/17/2012,-1.16,-0.92,-0.59,0,0.4
7/16/2012,-1.18,-0.94,-0.61,-0.02,0.37
7/13/2012,-1.15,-0.91,-0.59,-0.01,0.38
7/12/2012,-1.13,-0.9,-0.58,0,0.39
7/11/2012,-1.15,-0.9,-0.57,0.03,0.41
7/10/2012,-1.16,-0.92,-0.59,0.01,0.4
7/9/2012,-1.14,-0.89,-0.57,0.03,0.43
7/6/2012,-1.12,-0.87,-0.53,0.08,0.48
7/5/2012,-1.12,-0.86,-0.51,0.1,0.5
7/3/2012,-1.08,-0.82,-0.48,0.14,0.53
7/2/2012,-1.04,-0.81,-0.5,0.1,0.51
6/29/2012,-1,-0.77,-0.46,0.15,0.56
6/28/2012,-0.95,-0.76,-0.48,0.09,0.49
6/27/2012,-0.95,-0.74,-0.45,0.11,0.49
6/26/2012,-0.95,-0.74,-0.45,0.12,0.52
6/25/2012,-0.98,-0.77,-0.47,0.12,0.51
6/22/2012,-0.98,-0.74,-0.42,0.18,0.57
6/21/2012,-1.04,-0.8,-0.47,0.13,0.52
6/20/2012,-1.14,-0.87,-0.51,0.11,0.5
6/19/2012,-1.16,-0.9,-0.53,0.1,0.51
6/18/2012,-1.16,-0.9,-0.54,0.09,0.49
6/15/2012,-1.18,-0.91,-0.54,0.09,0.5
6/14/2012,-1.06,-0.81,-0.47,0.14,0.55
6/13/2012,-1.09,-0.85,-0.51,0.1,0.51
6/12/2012,-1.06,-0.82,-0.48,0.14,0.56
6/11/2012,-1.1,-0.86,-0.53,0.1,0.53
6/8/2012,-1.08,-0.84,-0.5,0.13,0.55
6/7/2012,-1.05,-0.82,-0.49,0.12,0.53
6/6/2012,-1,-0.79,-0.5,0.07,0.46
6/5/2012,-1.03,-0.84,-0.56,-0.01,0.38
6/4/2012,-1.01,-0.82,-0.56,-0.02,0.37
6/1/2012,-1.03,-0.85,-0.59,-0.03,0.36
5/31/2012,-1.05,-0.82,-0.5,0.14,0.51
5/30/2012,-1.02,-0.78,-0.45,0.22,0.57
5/29/2012,-1,-0.74,-0.37,0.32,0.65
5/25/2012,-1.02,-0.75,-0.38,0.31,0.63
5/24/2012,-1.02,-0.76,-0.37,0.35,0.63
5/23/2012,-1.06,-0.79,-0.41,0.3,0.58
5/22/2012,-1.09,-0.8,-0.38,0.37,0.62
5/21/2012,-1.11,-0.79,-0.41,0.31,0.57
5/18/2012,-1.1,-0.82,-0.39,0.39,0.6
5/17/2012,-1.13,-0.81,-0.35,0.44,0.62
5/16/2012,-1.14,-0.81,-0.33,0.47,0.7
5/15/2012,-1.18,-0.82,-0.36,0.45,0.68
5/14/2012,-1.18,-0.82,-0.33,0.52,0.71
5/11/2012,-1.16,-0.77,-0.28,0.54,0.76
5/10/2012,-1.17,-0.8,-0.25,0.66,0.77
5/9/2012,-1.17,-0.81,-0.27,0.63,0.76
5/8/2012,-1.18,-0.81,-0.28,0.59,0.72
5/7/2012,-1.15,-0.77,-0.27,0.56,0.75
5/4/2012,-1.15,-0.73,-0.3,0.46,0.76
5/3/2012,-1.19,-0.81,-0.27,0.6,0.78
5/2/2012,-1.22,-0.82,-0.28,0.51,0.76
5/1/2012,-1.22,-0.82,-0.28,0.51,0.78
4/30/2012,-1.24,-0.84,-0.3,0.48,0.75
4/27/2012,-1.24,-0.84,-0.3,0.44,0.73
4/26/2012,-1.21,-0.81,-0.29,0.46,0.72
4/25/2012,-1.16,-0.77,-0.24,0.53,0.75
4/24/2012,-1.15,-0.77,-0.25,0.5,0.74
4/23/2012,-1.12,-0.76,-0.26,0.53,0.72
4/20/2012,-1.1,-0.73,-0.24,0.47,0.75
4/19/2012,-1.07,-0.7,-0.21,0.59,0.77
4/18/2012,-1.01,-0.61,-0.26,0.41,0.74
4/17/2012,-1.03,-0.63,-0.26,0.41,0.74
4/16/2012,-1.04,-0.64,-0.26,0.43,0.75
4/13/2012,-1.05,-0.64,-0.25,0.45,0.77
4/12/2012,-1.01,-0.6,-0.22,0.48,0.82
4/11/2012,-1.06,-0.66,-0.25,0.46,0.78
4/10/2012,-1.02,-0.62,-0.24,0.45,0.77
4/9/2012,-0.94,-0.52,-0.17,0.5,0.83
4/6/2012,-0.96,-0.54,-0.16,0.51,0.85
4/5/2012,-0.94,-0.49,-0.08,0.61,0.92
4/4/2012,-0.91,-0.46,-0.05,0.62,0.94
4/3/2012,-0.94,-0.48,-0.06,0.62,0.94
4/2/2012,-1.01,-0.55,-0.14,0.56,0.89
3/30/2012,-0.98,-0.53,-0.09,0.61,0.93
3/29/2012,-0.98,-0.53,-0.13,0.55,0.87
3/28/2012,-0.98,-0.53,-0.11,0.57,0.89
3/27/2012,-0.97,-0.52,-0.13,0.56,0.89
3/26/2012,-0.93,-0.48,-0.08,0.6,0.93
3/23/2012,-0.94,-0.51,-0.11,0.54,0.86
3/22/2012,-0.93,-0.5,-0.08,0.59,0.91
3/21/2012,-0.96,-0.51,-0.08,0.59,0.9
3/20/2012,-0.93,-0.48,-0.04,0.63,0.93
3/19/2012,-0.93,-0.46,-0.03,0.63,0.93
3/16/2012,-0.99,-0.52,-0.09,0.58,0.88
3/15/2012,-1.02,-0.55,-0.08,0.6,0.9
3/14/2012,-1.02,-0.54,-0.07,0.64,0.95
3/13/2012,-1.14,-0.68,-0.2,0.54,0.84
3/12/2012,-1.14,-0.68,-0.24,0.48,0.8
3/9/2012,-1.17,-0.71,-0.24,0.52,0.82
3/8/2012,-1.12,-0.66,-0.21,0.53,0.85
3/7/2012,-1.13,-0.66,-0.22,0.52,0.83
3/6/2012,-1.09,-0.63,-0.21,0.51,0.83
3/5/2012,-1.07,-0.6,-0.2,0.52,0.87
3/2/2012,-1.11,-0.64,-0.24,0.46,0.81
3/1/2012,-1.1,-0.64,-0.23,0.46,0.8
2/29/2012,-1.12,-0.66,-0.28,0.39,0.73
2/28/2012,-1.15,-0.7,-0.31,0.37,0.72
2/27/2012,-1.18,-0.72,-0.32,0.36,0.7
2/24/2012,-1.14,-0.68,-0.29,0.39,0.75
2/23/2012,-1.16,-0.7,-0.3,0.39,0.75
2/22/2012,-1.11,-0.66,-0.27,0.41,0.76
2/21/2012,-1.06,-0.61,-0.22,0.45,0.8
2/17/2012,-1.05,-0.62,-0.23,0.45,0.79
2/16/2012,-1.06,-0.65,-0.24,0.47,0.77
2/15/2012,-1.09,-0.67,-0.26,0.41,0.65
2/14/2012,-1.11,-0.71,-0.27,0.42,0.63
2/13/2012,-1.12,-0.73,-0.22,0.55,0.69
2/10/2012,-1.07,-0.66,-0.24,0.45,0.69
2/9/2012,-1.05,-0.64,-0.17,0.55,0.76
2/8/2012,-1.09,-0.68,-0.21,0.51,0.71
2/7/2012,-1.13,-0.73,-0.21,0.54,0.73
2/6/2012,-1.15,-0.76,-0.26,0.48,0.69
2/3/2012,-1.1,-0.72,-0.21,0.59,0.75
2/2/2012,-1.18,-0.79,-0.3,0.41,0.64
2/1/2012,-1.17,-0.78,-0.28,0.42,0.65
1/31/2012,-1.17,-0.77,-0.28,0.37,0.61
1/30/2012,-1.14,-0.74,-0.24,0.42,0.68
1/27/2012,-1.13,-0.71,-0.18,0.49,0.73
1/26/2012,-1.09,-0.68,-0.16,0.51,0.74
1/25/2012,-1.02,-0.62,-0.12,0.53,0.76
1/24/2012,-0.89,-0.5,-0.01,0.62,0.82
1/23/2012,-0.84,-0.46,0.02,0.66,0.84
1/20/2012,-0.85,-0.47,0.01,0.6,0.8
1/19/2012,-0.88,-0.48,0,0.56,0.76
1/18/2012,-0.91,-0.56,-0.15,0.47,0.72
1/17/2012,-0.91,-0.57,-0.17,0.43,0.68
1/13/2012,-0.89,-0.54,-0.14,0.46,0.71
1/12/2012,-0.85,-0.5,-0.1,0.5,0.74
1/11/2012,-0.85,-0.51,-0.1,0.5,0.71
1/10/2012,-0.84,-0.48,-0.08,0.51,0.75
1/9/2012,-0.88,-0.53,-0.13,0.47,0.72
1/6/2012,-0.85,-0.51,-0.11,0.49,0.73
1/5/2012,-0.86,-0.51,-0.1,0.51,0.76
1/4/2012,-0.82,-0.48,-0.08,0.54,0.79
1/3/2012,-0.77,-0.43,-0.04,0.55,0.81
12/30/2011,-0.76,-0.44,-0.07,0.53,0.78
12/29/2011,-0.73,-0.42,-0.05,0.54,0.78
12/28/2011,-0.72,-0.42,-0.07,0.5,0.74
12/27/2011,-0.69,-0.39,-0.02,0.58,0.81
12/23/2011,-0.71,-0.42,-0.04,0.59,0.79
12/22/2011,-0.73,-0.43,-0.07,0.52,0.76
12/21/2011,-0.79,-0.47,-0.07,0.53,0.73
12/20/2011,-0.84,-0.5,-0.1,0.47,0.69
12/19/2011,-0.82,-0.49,-0.12,0.43,0.68
12/16/2011,-0.77,-0.44,-0.05,0.53,0.74
12/15/2011,-0.75,-0.41,-0.01,0.55,0.78
12/14/2011,-0.74,-0.42,-0.04,0.53,0.73
12/13/2011,-0.8,-0.46,-0.05,0.53,0.74
12/12/2011,-0.77,-0.43,-0.01,0.63,0.83
12/9/2011,-0.75,-0.4,0.05,0.74,0.92
12/8/2011,-0.79,-0.43,0.01,0.63,0.85
12/7/2011,-0.82,-0.45,-0.01,0.6,0.82
12/6/2011,-0.89,-0.55,0.01,0.62,0.81
12/5/2011,-0.84,-0.45,-0.01,0.55,0.77
12/2/2011,-0.84,-0.45,0,0.57,0.78
12/1/2011,-0.79,-0.39,0.06,0.62,0.85
11/30/2011,-0.8,-0.41,0.03,0.59,0.82
11/29/2011,-0.77,-0.41,0.01,0.54,0.75
11/28/2011,-0.75,-0.39,0.02,0.55,0.75
11/25/2011,-0.71,-0.36,0.05,0.58,0.79
11/23/2011,-0.73,-0.4,-0.01,0.53,0.73
11/22/2011,-0.69,-0.35,0.05,0.59,0.82
11/21/2011,-0.67,-0.33,0.07,0.62,0.85
11/18/2011,-0.7,-0.35,0.05,0.6,0.83
11/17/2011,-0.71,-0.36,0.06,0.6,0.83
11/16/2011,-0.78,-0.4,0.05,0.59,0.83
11/15/2011,-0.83,-0.42,0.04,0.61,0.84
11/14/2011,-0.93,-0.5,-0.01,0.56,0.79
11/10/2011,-0.98,-0.54,-0.04,0.54,0.79
11/9/2011,-0.99,-0.58,-0.04,0.52,0.76
11/8/2011,-0.97,-0.53,-0.03,0.53,0.77
11/7/2011,-1.06,-0.64,-0.1,0.45,0.69
11/4/2011,-1.05,-0.62,-0.06,0.49,0.74
11/3/2011,-1,-0.57,0,0.55,0.79
11/2/2011,-1.02,-0.61,-0.07,0.48,0.73
11/1/2011,-0.92,-0.51,-0.04,0.49,0.72
10/31/2011,-0.89,-0.47,0.08,0.61,0.85
10/28/2011,-0.8,-0.38,0.19,0.76,1.02
10/27/2011,-0.74,-0.33,0.24,0.82,1.07
10/26/2011,-0.74,-0.36,0.15,0.68,0.92
10/25/2011,-0.75,-0.37,0.12,0.65,0.9
10/24/2011,-0.66,-0.27,0.23,0.77,1.04
10/21/2011,-0.66,-0.27,0.23,0.79,1.06
10/20/2011,-0.65,-0.26,0.22,0.74,0.99
10/19/2011,-0.66,-0.27,0.23,0.77,1.04
10/18/2011,-0.65,-0.27,0.22,0.77,1.05
10/17/2011,-0.58,-0.22,0.24,0.79,1.07
10/14/2011,-0.54,-0.18,0.28,0.84,1.12
10/13/2011,-0.5,-0.16,0.27,0.8,1.08
10/12/2011,-0.5,-0.16,0.26,0.8,1.08
10/11/2011,-0.51,-0.18,0.23,0.75,1.02
10/7/2011,-0.55,-0.23,0.16,0.68,0.95
10/6/2011,-0.57,-0.26,0.13,0.65,0.93
10/5/2011,-0.54,-0.25,0.12,0.62,0.9
10/4/2011,-0.59,-0.3,0.05,0.55,0.83
10/3/2011,-0.61,-0.31,0.07,0.58,0.86
9/30/2011,-0.54,-0.22,0.17,0.72,1.02
9/29/2011,-0.56,-0.24,0.17,0.73,1.03
9/28/2011,-0.58,-0.25,0.16,0.74,1.05
9/27/2011,-0.6,-0.33,0.12,0.72,1.06
9/26/2011,-0.56,-0.3,0.12,0.72,1.06
9/23/2011,-0.59,-0.33,0.1,0.65,0.97
9/22/2011,-0.7,-0.43,0.01,0.56,0.87
9/21/2011,-0.78,-0.47,0.02,0.66,0.98
9/20/2011,-0.82,-0.49,0.04,0.68,1.03
9/19/2011,-0.76,-0.42,0.09,0.74,1.06
